Starting a Gradle Daemon, 1 incompatible and 1 stopped Daemons could not be reused, use --status for details
> Task :simulator:compileJava
> Task :simulator:processResources NO-SOURCE
> Task :simulator:classes

> Task :simulator:run
java.io.FileNotFoundException: /app/simblock/simulator/src/dist/output/graph/2.txt (No such file or directory)
	at java.io.FileOutputStream.open0(Native Method)
	at java.io.FileOutputStream.open(FileOutputStream.java:270)
SimBlock.block.SampleProofOfStakeBlock@763d9750:0
1,0
315,249
61,464
259,500
357,689
263,725
138,731
585,754
45,904
52,936
341,940
202,947
543,975
105,982
499,993
371,1006
562,1118
3,1152
252,1153
302,1157
231,1163
443,1185
439,1191
377,1199
401,1201
360,1202
83,1208
116,1220
484,1226
492,1236
389,1240
289,1263
124,1336
32,1369
461,1372
43,1372
75,1373
135,1378
283,1398
267,1401
203,1402
151,1408
36,1411
44,1416
49,1417
301,1417
273,1418
35,1425
177,1434
419,1434
329,1441
414,1446
111,1446
109,1451
199,1457
547,1458
395,1474
559,1477
480,1482
523,1485
316,1487
72,1495
152,1516
26,1566
488,1584
125,1585
160,1590
41,1591
133,1592
237,1594
93,1616
398,1621
64,1622
534,1622
47,1625
310,1626
137,1627
563,1628
59,1629
22,1631
326,1632
71,1634
467,1634
120,1638
21,1642
17,1649
	at java.io.FileOutputStream.<init>(FileOutputStream.java:213)
	at java.io.FileWriter.<init>(FileWriter.java:107)
	at SimBlock.simulator.Main.writeGraph(Main.java:233)
	at SimBlock.simulator.Main.main(Main.java:86)
87,1650
415,1651
381,1654
318,1660
552,1661
239,1661
327,1663
331,1666
282,1666
343,1668
131,1670
509,1672
514,1673
63,1674
227,1677
379,1682
464,1683
526,1691
383,1691
46,1692
400,1697
165,1701
361,1701
185,1704
212,1707
549,1708
406,1710
346,1713
288,1714
370,1727
565,1731
429,1731
532,1743
588,1743
470,1769
154,1780
358,1798
295,1798
296,1800
189,1807
582,1808
117,1812
508,1813
405,1833
325,1836
426,1836
448,1839
348,1839
566,1839
399,1840
402,1841
340,1844
258,1846
504,1848
174,1850
431,1851
304,1852
246,1854
594,1861
101,1866
274,1867
507,1872
31,1874
82,1875
368,1875
221,1876
482,1878
576,1879
422,1880
170,1880
410,1881
323,1881
280,1887
234,1887
333,1888
511,1888
489,1888
555,1889
159,1890
537,1891
119,1901
349,1901
171,1903
260,1905
497,1905
281,1905
500,1907
60,1907
587,1911
121,1912
235,1916
233,1916
485,1917
447,1917
321,1919
95,1921
589,1926
573,1928
265,1928
580,1928
476,1929
184,1939
268,1940
468,1944
572,1945
107,1948
545,1953
90,1957
172,1961
435,1972
544,1973
427,1977
157,1978
55,1988
28,1996
230,2004
77,2010
554,2012
574,2015
141,2024
143,2028
106,2030
291,2050
40,2051
496,2054
279,2054
250,2054
254,2055
196,2057
284,2059
57,2060
266,2062
328,2063
408,2065
89,2066
583,2067
190,2074
299,2080
409,2080
149,2082
277,2083
51,2089
10,2090
501,2091
183,2091
412,2094
286,2095
416,2103
74,2105
18,2107
25,2111
206,2113
129,2119
397,2120
297,2121
155,2121
353,2122
380,2123
471,2124
81,2125
385,2137
4,2137
347,2140
300,2140
238,2142
570,2143
194,2148
179,2152
97,2155
23,2155
188,2159
24,2166
469,2167
527,2170
205,2171
557,2179
442,2183
73,2188
421,2203
214,2215
458,2221
445,2224
144,2225
332,2228
479,2228
463,2228
518,2230
207,2235
366,2240
209,2241
512,2242
191,2242
161,2242
181,2243
86,2244
114,2245
195,2246
158,2247
132,2249
581,2256
474,2258
96,2259
388,2266
498,2267
517,2267
197,2272
245,2276
391,2283
69,2284
375,2286
204,2287
261,2290
530,2292
338,2296
342,2297
345,2297
473,2303
200,2303
113,2305
417,2305
355,2307
593,2310
386,2315
88,2324
516,2325
590,2325
449,2329
363,2332
213,2340
42,2350
145,2361
285,2370
241,2375
168,2378
320,2380
430,2381
506,2383
481,2388
503,2390
29,2398
556,2402
535,2405
465,2405
337,2415
521,2420
494,2425
92,2433
344,2448
76,2449
278,2449
247,2450
515,2454
94,2454
413,2456
262,2457
66,2458
292,2461
139,2463
128,2464
253,2464
126,2466
98,2471
387,2487
591,2497
193,2499
104,2500
176,2502
575,2505
382,2508
596,2510
224,2513
264,2515
186,2516
352,2528
502,2543
600,2545
510,2555
148,2556
178,2559
599,2561
118,2567
351,2568
335,2574
495,2575
99,2577
50,2588
369,2596
228,2596
20,2603
433,2607
293,2610
65,2611
217,2614
440,2631
487,2632
187,2634
423,2636
456,2663
30,2664
58,2670
455,2673
561,2678
457,2684
520,2689
553,2703
136,2705
319,2708
460,2711
539,2713
519,2720
394,2725
312,2727
38,2728
180,2728
459,2731
359,2734
100,2735
595,2742
378,2743
80,2745
123,2748
16,2751
548,2763
255,2772
438,2777
249,2786
538,2790
403,2793
130,2797
362,2802
441,2818
127,2827
175,2837
525,2838
14,2839
146,2843
223,2845
373,2849
244,2852
483,2872
567,2873
115,2875
210,2884
243,2884
524,2888
451,2889
541,2894
9,2896
558,2900
164,2902
162,2911
560,2917
232,2924
529,2937
142,2942
229,2950
308,2954
546,2962
208,2963
542,2965
309,2968
536,2998
167,2999
407,3005
219,3006
150,3015
163,3041
418,3051
462,3061
466,3066
19,3070
305,3078
275,3082
54,3105
324,3116
322,3125
404,3148
434,3154
578,3159
276,3162
7,3172
564,3173
290,3181
147,3192
67,3205
551,3211
528,3211
367,3214
37,3222
12,3231
108,3234
571,3234
533,3234
597,3239
226,3252
420,3258
215,3279
68,3300
472,3308
568,3313
311,3329
270,3334
182,3368
486,3377
424,3407
201,3408
198,3409
372,3433
211,3443
350,3454
491,3471
240,3482
579,3509
218,3511
477,3533
365,3542
173,3546
317,3562
393,3563
236,3568
91,3571
153,3571
396,3595
436,3603
592,3620
220,3630
169,3632
513,3645
522,3648
334,3662
140,3699
569,3715
505,3740
390,3742
577,3749
531,3776
540,3813
222,3841
298,3843
374,3852
453,3863
411,3871
84,3892
303,3896
339,3904
356,3937
256,3937
251,3973
112,3991
103,4031
62,4044
272,4062
586,4073
27,4103
432,4132
242,4147
15,4159
478,4169
493,4173
216,4211
8,4216
122,4219
271,4233
294,4265
156,4294
584,4306
102,4334
446,4344
314,4407
354,4453
48,4471
85,4498
384,4515
313,4547
53,4548
70,4550
437,4597
166,4609
550,4615
192,4630
306,4676
33,4715
428,4735
330,4826
287,4891
452,4913
134,4933
598,4974
475,5007
336,5060
5,5060
364,5075
425,5119
225,5155
110,5220
79,5365
444,5378
56,5403
450,5502
39,5504
78,5508
490,5571
454,5686
269,5732
6,5942
376,5944
307,5972
11,6126
257,6194
2,6404
34,6415
392,6567
248,7023
13,7530

SimBlock.block.SampleProofOfStakeBlock@4a2653a0:1
324,0
581,341
456,606
339,675
496,865
104,931
535,933
190,1008
451,1116
68,1182
243,1187
182,1198
494,1260
226,1263
462,1266
312,1337
438,1374
506,1447
481,1452
123,1456
303,1513
162,1515
54,1516
330,1518
487,1525
114,1538
370,1540
372,1591
249,1592
85,1596
568,1604
96,1630
140,1676
269,1698
122,1707
469,1707
314,1710
434,1767
477,1771
218,1776
287,1778
516,1789
294,1791
517,1793
219,1794
299,1818
441,1840
453,1843
332,1844
73,1848
76,1850
78,1853
442,1853
600,1858
388,1861
343,1864
531,1882
309,1883
555,1883
197,1927
544,1938
369,1943
335,1951
242,1954
510,1959
363,1960
518,1969
179,1972
403,2005
412,2023
230,2029
118,2033
29,2035
542,2035
474,2043
556,2046
565,2048
164,2050
359,2051
53,2051
74,2053
110,2064
545,2074
528,2095
86,2102
98,2102
108,2106
428,2106
262,2110
584,2111
373,2113
227,2114
478,2115
445,2119
300,2120
225,2124
390,2125
134,2129
397,2130
430,2134
205,2167
168,2180
322,2186
405,2187
340,2188
435,2192
159,2192
187,2195
173,2195
579,2196
149,2197
338,2197
24,2204
364,2206
185,2208
56,2212
210,2213
12,2214
271,2215
472,2225
381,2226
128,2229
209,2230
253,2258
18,2262
211,2273
317,2275
127,2279
177,2288
228,2290
30,2291
77,2291
465,2297
319,2300
42,2305
258,2305
326,2306
411,2309
483,2310
261,2315
186,2316
571,2317
368,2328
495,2353
49,2356
247,2357
536,2358
503,2363
67,2366
254,2366
356,2372
245,2372
344,2374
105,2375
103,2375
250,2377
421,2377
66,2380
46,2383
240,2389
417,2391
578,2391
292,2398
437,2401
289,2407
586,2422
198,2423
58,2434
564,2438
426,2441
203,2442
207,2443
521,2444
21,2449
81,2451
365,2453
463,2453
473,2455
204,2456
125,2457
311,2458
588,2462
75,2463
509,2464
295,2467
525,2467
341,2468
196,2472
530,2476
40,2478
244,2481
334,2493
100,2502
83,2510
180,2515
274,2523
232,2524
468,2531
31,2532
222,2534
554,2537
367,2539
284,2540
548,2542
64,2543
482,2544
130,2547
148,2549
